Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card
black13satchel,"Black 13"" Satchel","<h5 class=""font_5"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-weight: normal; font-size: 14px; font-family: 'open sans', sans-serif; color: #303030;""><span class=""color_2"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: #000000; background-position: initial initial; background-repeat: initial initial;"">Black&nbsp;13"" leather satchel</span></h5>
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-family: Times, 'Times New Roman', serif; background-position: initial initial; background-repeat: initial initial;"">​</span></p>
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">Thick As Thieves 13 inch satchel is a beautiful combination of quality and craftsmanship, ensuring it will look as good in years to come as the day it is first worn.&nbsp;There is a spacious handy front pocket for smaller items such as your phone and keys and a main compartment with room&nbsp;for an iPad, magazine and any other&nbsp;essentials. The strap is detachable turning your&nbsp;satchel into a briefcase for a different look.&nbsp;<br /><br /><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-family: Georgia, serif; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">FEATURES</span></p>
<p class=""font_9"" dir=""rtl"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; line-height: 1.4em; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">&nbsp;</p>
<ul class=""font_9"" style=""margin: 0px 0px 0px 0.5em; padding: 0px 0px 0px 1.3em; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; list-style-position: initial; list-style-image: initial; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" dir=""ltr"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Handmade from 100%&nbsp;leather</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" dir=""ltr"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Adjustable &amp; detachable shoulder strap</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Handy front pocket for phone &amp; keys</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Top handle for that briefcase look</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Longest strap length: 55cm*</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Shortest strap length: 45cm*</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Inside dimensions: W: 30cm &nbsp;D:7cm H:&nbsp;22cm</span></p>
</li>
</ul>",Thick As Thieves,Bags,"bags, leather, satchels, thickasthieves",true,Title,Default,,,,,10483,0,shopify,0,deny,manual,229.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/272dc8de1367a8ffed65aef6740f0806d7951665.jpeg?v=1396821541,,false
black15satchel,"Black 15"" Satchel","<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">Only a handful of bags have the stellar qualities to be timeless - this is one of those bags.&nbsp;Stylishly designed and beautifully crafted, Thick As Thieves 15 inch leather&nbsp;satchel makes for a perfect&nbsp;briefcase, laptop or school bag. With&nbsp;oodles of room for an&nbsp;A4 folder, iPad or laptop and all your other essentials, this bag will be&nbsp;your home on the move.&nbsp;<br />&nbsp;</p>
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; line-height: 1.4em; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">FEATURES</span></p>
<p class=""font_9"" dir=""rtl"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; line-height: 1.4em; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">&nbsp;</p>
<ul class=""font_9"" style=""margin: 0px 0px 0px 0.5em; padding: 0px 0px 0px 1.3em; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; list-style-position: initial; list-style-image: initial; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" dir=""ltr"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Handmade from 100%&nbsp;leather</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" dir=""ltr"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Room for a laptop or A4 documents</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" dir=""ltr"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; font-family: Georgia, serif; background-position: initial initial; background-repeat: initial initial;"">Adjustable &amp; detachable shoulder strap</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Handy front pocket for phone &amp; keys</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Top handle for that briefcase look</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Longest strap length: 55cm*</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Shortest strap length: 45cm*</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Inside dimensions: W: 33cm &nbsp;D: 7cm H:&nbsp;24cm</span></p>
</li>
</ul>",Thick As Thieves,Bags,"bags, leather, satchels, thickasthieves",true,Title,Default,,,,,10488,0,shopify,1,deny,manual,259.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/6c652821ee09c3708a23c21a39e0826d20df9406.jpeg?v=1396821543,,false
blackwhitezigzaga5notebook,Black Chevron A5 Notebook,"<p><span style=""margin: 0px; padding: 0px; font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Paperback A5 Notebook</span><br style=""margin: 0px; padding: 0px; font-family: Arial, Helvetica, sans-serif; font-size: 12px;"" /><span style=""margin: 0px; padding: 0px; font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Cover: 300gsm glossy</span><br style=""margin: 0px; padding: 0px; font-family: Arial, Helvetica, sans-serif; font-size: 12px;"" /><span style=""margin: 0px; padding: 0px; font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Inner pages: 100gsm</span><br style=""margin: 0px; padding: 0px; font-family: Arial, Helvetica, sans-serif; font-size: 12px;"" /><span style=""margin: 0px; padding: 0px; font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">60 pages</span><br style=""margin: 0px; padding: 0px; font-family: Arial, Helvetica, sans-serif; font-size: 12px;"" /><span style=""margin: 0px; padding: 0px; font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Sewn Stitching</span></p>",Frank Stationery,Stationery,"frank, notebooks, oneforone, stationery, zigzag",true,Title,Default,,,,,10521,0,shopify,1,deny,manual,9.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/60590e5c04d0a74510b0332ebf68ce2082660382.jpeg?v=1396821544,,false
blackorchardrushirtlong,Black Orchard Ru Shirt Long,"<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">The Ru button up is a minimal alternative to the traditional collar. Its oriental roots are subtly embedded in the design creating a sleek finished shirt that can be worn with ease, to both causal and formal occasions.</span></p>",d̶̶i̶̶s̶̶h̶̶o̶̶n̶̶e̶̶s̶̶t̶ want,Dress Shirts,"buttondown, dishonestwant, handmade, menswear, orchard, ru, shirts",true,Size,Small,,,,,10232,0,shopify,0,deny,manual,130.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/dd381bd67d0c50c9e67962e0811332e931aa0bfc.jpeg?v=1396821547,,false
blackorchardrushirtlong,,,,,,,Size,Medium,,,,,10233,0,shopify,0,deny,manual,130.00,,true,true,,,,
blackorchardrushirtlong,,,,,,,Size,Large,,,,,10234,0,shopify,0,deny,manual,130.00,,true,true,,,,
blackorchardrushirtlong,,,,,,,Size,Extra Large,,,,,10235,0,shopify,0,deny,manual,130.00,,true,true,,,,
blackorchardrushirtshort,Black Orchard Ru Shirt Short,"<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">The Ru button up is a minimal alternative to the traditional collar. Its oriental roots are subtly embedded in the design creating a sleek finished shirt that can be worn with ease, to both causal and formal occasions.</span></p>",d̶̶i̶̶s̶̶h̶̶o̶̶n̶̶e̶̶s̶̶t̶ want,Dress Shirts,"buttondown, dishonestwant, handmade, menswear, orchard, ru, shirts",true,Size,Small,,,,,10236,0,shopify,0,deny,manual,110.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/9472ad91c733503ce63ca20babcac8581c6a92bd.jpeg?v=1396821549,,false
blackorchardrushirtshort,,,,,,,Size,Medium,,,,,10237,0,shopify,0,deny,manual,110.00,,true,true,,,,
blackorchardrushirtshort,,,,,,,Size,Large,,,,,10238,0,shopify,0,deny,manual,110.00,,true,true,,,,
blackorchardrushirtshort,,,,,,,Size,Extra Large,,,,,10239,0,shopify,0,deny,manual,110.00,,true,true,,,,
blackpolkadot5panel,Black Polka Dot 5 Panel,"<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Adjustable leather strap with metal buckle.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Silver eyelets.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Fully fused fabric to ensure the shape.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; 100% cotton.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;""><span style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: inherit; line-height: inherit; vertical-align: baseline;"">NOTE:</span>&nbsp;Patterns vary on each hat.</div>",Lots of Spirit,Headwear,"5panel, caps, hats, LOS, polkadots, summer",true,Title,Default,,,,,10777,0,shopify,3,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/5dc2e1cee0134f0c5f2f7ca2f69d9a925dbddaa3.jpeg?v=1396821551,,false
blackpolkadotsbuckethat,Black Polka Dots Bucket Hat,"<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Brass eyelets.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Fully fused fabric to ensure the shape.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; 100% cotton.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Hat diameter 61.50mm / 24 inches.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;""><span style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: inherit; line-height: inherit; vertical-align: baseline;"">NOTE:</span>&nbsp;Patterns vary on each hat.</div>",Lots of Spirit,Headwear,"buckethat, hats, headwear, LOS, lotsofspirit, polkadots",true,Title,Default,,,,,10667,0,shopify,4,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/b6bf0baf29cbc0595e9c14b6e8a8c93841fe5ab8.jpeg?v=1396821553,,false
blackrulongsleeve,Black Ru Shirt Long,"<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">The Ru button up is a minimal alternative to the traditional collar. Its oriental roots are subtly embedded in the design creating a sleek finished shirt that can be worn with ease, to both causal and formal occasions.</span></p>",d̶̶i̶̶s̶̶h̶̶o̶̶n̶̶e̶̶s̶̶t̶ want,Dress Shirts,"buttondown, dishonestwant, oriental, ru, shirts",true,Size,Small,,,,,10200,0,shopify,0,deny,manual,130.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/1261c9032381f7d9a40f203fdc3ce3b95f47c8d2.jpeg?v=1396821555,,false
blackrulongsleeve,,,,,,,Size,Medium,,,,,10201,0,shopify,0,deny,manual,130.00,,true,true,,,,
blackrulongsleeve,,,,,,,Size,Large,,,,,10202,0,shopify,0,deny,manual,130.00,,true,true,,,,
blackrulongsleeve,,,,,,,Size,Extra Large,,,,,10203,0,shopify,0,deny,manual,130.00,,true,true,,,,
blackrulongsleeve-1,Black Ru Shirt Long,"<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">The Ru button up is a minimal alternative to the traditional collar. Its oriental roots are subtly embedded in the design creating a sleek finished shirt that can be worn with ease, to both causal and formal occasions.</span></p>",d̶̶i̶̶s̶̶h̶̶o̶̶n̶̶e̶̶s̶̶t̶ want,Dress Shirts,"buttondown, dishonestwant, oriental, ru, shirts",true,Size,Small,,,,,10200,0,shopify,0,deny,manual,130.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/1261c9032381f7d9a40f203fdc3ce3b95f47c8d2_f76e1b83-7627-44b6-878c-307c9b1d1a4f.jpeg?v=1396821558,,false
